#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Item_info|condition|item_id|latinsqr_list|unique_id
#T_SP=webanno.custom.Ref_info|PersonalPronouns_detailed|ref_def|ref_function|ref_gender|ref_num
#T_SP=webanno.custom.Segment|complex|segment_type
#T_SP=webanno.custom.Sent_layer|feedback_id|item0_verb|item0_verbtype|openq_id|openq_type|sent_type
#T_SP=webanno.custom.Speaker_meta|age|gender|speaker_id
#T_SP=webanno.custom.Speaker_name|speaker_name
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=webanno.custom.Relations|discourse_rel|speechAct_rel|BT_webanno.custom.Segment


#Text=Na?
3-1	41-45	Was?	GFailure[1]	ausleihen\_set1\_21[1]	latin2[1]	2em9nj6n4c2pjudl6n6hfpjc30-ausleihen\_set1\_21[1]	_	_	_	_	_	false	NA	was\_question\_3	*	*	*	*	feedback	*	female	*	speaker:Finnja	_	_	_	_	_	

#Text=Er will die Weihnachtsbeleuchtung anbringen.
4-1	47-49	Er	GFailure[1]	ausleihen\_set1\_21[1]	latin2[1]	2em9nj6n4c2pjudl6n6hfpjc30-ausleihen\_set1\_21[1]	3	*	Subj	*	singular	false[99]	Decl[99]	*[195]	*[195]	*[195]	*[195]	*[195]	input1[195]	32[284]	female[284]	2em9nj6n4c2pjudl6n6hfpjc30[284]	speaker: YOU[373]	*->74-2	PerPron[74]	result	*	5-1[100_99]	
4-2	50-54	will	GFailure[1]	ausleihen\_set1\_21[1]	latin2[1]	2em9nj6n4c2pjudl6n6hfpjc30-ausleihen\_set1\_21[1]	_	_	_	_	_	false[99]	Decl[99]	*[195]	*[195]	*[195]	*[195]	*[195]	input1[195]	32[284]	female[284]	2em9nj6n4c2pjudl6n6hfpjc30[284]	speaker: YOU[373]	_	_	_	_	_	
4-3	55-58	die	GFailure[1]	ausleihen\_set1\_21[1]	latin2[1]	2em9nj6n4c2pjudl6n6hfpjc30-ausleihen\_set1\_21[1]	*[32]	*[32]	DirObj[32]	*[32]	*[32]	false[99]	Decl[99]	*[195]	*[195]	*[195]	*[195]	*[195]	input1[195]	32[284]	female[284]	2em9nj6n4c2pjudl6n6hfpjc30[284]	speaker: YOU[373]	*->75-1	DefNP[75]	_	_	_	
4-4	59-80	Weihnachtsbeleuchtung	GFailure[1]	ausleihen\_set1\_21[1]	latin2[1]	2em9nj6n4c2pjudl6n6hfpjc30-ausleihen\_set1\_21[1]	*[32]	*[32]	DirObj[32]	*[32]	*[32]	false[99]	Decl[99]	*[195]	*[195]	*[195]	*[195]	*[195]	input1[195]	32[284]	female[284]	2em9nj6n4c2pjudl6n6hfpjc30[284]	speaker: YOU[373]	*->75-1	DefNP[75]	_	_	_	
4-5	81-91	anbringen.	GFailure[1]	ausleihen\_set1\_21[1]	latin2[1]	2em9nj6n4c2pjudl6n6hfpjc30-ausleihen\_set1\_21[1]	_	_	_	_	_	false[99]	Decl[99]	*[195]	*[195]	*[195]	*[195]	*[195]	input1[195]	32[284]	female[284]	2em9nj6n4c2pjudl6n6hfpjc30[284]	speaker: YOU[373]	_	_	_	_	_	

#Text=Ich ahne Schlimmes.
5-1	93-96	Ich	GFailure[1]	ausleihen\_set1\_21[1]	latin2[1]	2em9nj6n4c2pjudl6n6hfpjc30-ausleihen\_set1\_21[1]	1	*	Subj	*	singular	false[100]	Decl[100]	*[196]	*[196]	*[196]	*[196]	*[196]	input2[196]	32[285]	female[285]	2em9nj6n4c2pjudl6n6hfpjc30[285]	speaker: YOU[374]	*->5-1	PerPron[5]	_	_	_	
5-2	97-101	ahne	GFailure[1]	ausleihen\_set1\_21[1]	latin2[1]	2em9nj6n4c2pjudl6n6hfpjc30-ausleihen\_set1\_21[1]	_	_	_	_	_	false[100]	Decl[100]	*[196]	*[196]	*[196]	*[196]	*[196]	input2[196]	32[285]	female[285]	2em9nj6n4c2pjudl6n6hfpjc30[285]	speaker: YOU[374]	_	_	_	_	_	
5-3	102-112	Schlimmes.	GFailure[1]	ausleihen\_set1\_21[1]	latin2[1]	2em9nj6n4c2pjudl6n6hfpjc30-ausleihen\_set1\_21[1]	*	*	DirObj	*	*	false[100]	Decl[100]	*[196]	*[196]	*[196]	*[196]	*[196]	input2[196]	32[285]	female[285]	2em9nj6n4c2pjudl6n6hfpjc30[285]	speaker: YOU[374]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
6-1	114-129	END_OF_DOCUMENT	GFailure[1]	ausleihen\_set1\_21[1]	latin2[1]	2em9nj6n4c2pjudl6n6hfpjc30-ausleihen\_set1\_21[1]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
7-1	131-134	Na?	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	female	*	speaker:Finnja	_	_	QAP	*	8-1[101_0]	

#Text=Samuel hat eine Leiter ausgeliehen
8-1	136-142	Samuel	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	*	*	Subj	*	*	false[101]	Decl[101]	*[197]	ausleihen[197]	transitive[197]	*[197]	*[197]	item0[197]	41[286]	female[286]	2prsavjsjqbmc8hrbo9bovkues[286]	speaker: YOU[375]	*->21-1	PropNm[21]	explanation|CR	*|*	10-1[102_101]|9-1[0_101]	
8-2	143-146	hat	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	_	_	_	_	_	false[101]	Decl[101]	*[197]	ausleihen[197]	transitive[197]	*[197]	*[197]	item0[197]	41[286]	female[286]	2prsavjsjqbmc8hrbo9bovkues[286]	speaker: YOU[375]	_	_	_	_	_	
8-3	147-151	eine	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	*[33]	*[33]	object[33]	*[33]	*[33]	false[101]	Decl[101]	*[197]	ausleihen[197]	transitive[197]	*[197]	*[197]	item0[197]	41[286]	female[286]	2prsavjsjqbmc8hrbo9bovkues[286]	speaker: YOU[375]	*->16-1	IndefNP[16]	_	_	_	
8-4	152-158	Leiter	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	*[33]	*[33]	object[33]	*[33]	*[33]	false[101]	Decl[101]	*[197]	ausleihen[197]	transitive[197]	*[197]	*[197]	item0[197]	41[286]	female[286]	2prsavjsjqbmc8hrbo9bovkues[286]	speaker: YOU[375]	*->16-1	IndefNP[16]	_	_	_	
8-5	159-170	ausgeliehen	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	_	_	_	_	_	false[101]	Decl[101]	*[197]	ausleihen[197]	transitive[197]	*[197]	*[197]	item0[197]	41[286]	female[286]	2prsavjsjqbmc8hrbo9bovkues[286]	speaker: YOU[375]	_	_	_	_	_	

#Text=Was?
9-1	172-176	Was?	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	_	_	_	_	_	false	NA	was\_question\_3	*	*	*	*	feedback	*	female	*	speaker:Finnja	_	_	_	_	_	

#Text=Na für die Arbeiten am Wochenende.
10-1	178-180	Na	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	_	_	_	_	_	false[102]	NA[102]	*[198]	*[198]	*[198]	*[198]	*[198]	input1[198]	41[287]	female[287]	2prsavjsjqbmc8hrbo9bovkues[287]	speaker: YOU[376]	_	_	explanation	*	11-1[103_102]	
10-2	181-184	für	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	_	_	_	_	_	false[102]	NA[102]	*[198]	*[198]	*[198]	*[198]	*[198]	input1[198]	41[287]	female[287]	2prsavjsjqbmc8hrbo9bovkues[287]	speaker: YOU[376]	_	_	_	_	_	
10-3	185-188	die	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	*[34]	*[34]	PrepObj[34]	*[34]	*[34]	false[102]	NA[102]	*[198]	*[198]	*[198]	*[198]	*[198]	input1[198]	41[287]	female[287]	2prsavjsjqbmc8hrbo9bovkues[287]	speaker: YOU[376]	*->130-1	DefNP[130]	_	_	_	
10-4	189-197	Arbeiten	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	*[34]	*[34]	PrepObj[34]	*[34]	*[34]	false[102]	NA[102]	*[198]	*[198]	*[198]	*[198]	*[198]	input1[198]	41[287]	female[287]	2prsavjsjqbmc8hrbo9bovkues[287]	speaker: YOU[376]	*->130-1	DefNP[130]	_	_	_	
10-5	198-200	am	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	_	_	_	_	_	false[102]	NA[102]	*[198]	*[198]	*[198]	*[198]	*[198]	input1[198]	41[287]	female[287]	2prsavjsjqbmc8hrbo9bovkues[287]	speaker: YOU[376]	*->12-1	DefNP[12]	_	_	_	
10-6	201-212	Wochenende.	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	_	_	_	_	_	false[102]	NA[102]	*[198]	*[198]	*[198]	*[198]	*[198]	input1[198]	41[287]	female[287]	2prsavjsjqbmc8hrbo9bovkues[287]	speaker: YOU[376]	*->12-1	DefNP[12]	_	_	_	

#Text=Wir wollten doch die Regenrinne reparieren.
11-1	214-217	Wir	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	1	*	Subj	*	plural	false[103]	Decl[103]	*[199]	*[199]	*[199]	*[199]	*[199]	input2[199]	41[288]	female[288]	2prsavjsjqbmc8hrbo9bovkues[288]	speaker: YOU[377]	*->49-1	PerPron[49]	_	_	_	
11-2	218-225	wollten	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	_	_	_	_	_	false[103]	Decl[103]	*[199]	*[199]	*[199]	*[199]	*[199]	input2[199]	41[288]	female[288]	2prsavjsjqbmc8hrbo9bovkues[288]	speaker: YOU[377]	_	_	_	_	_	
11-3	226-230	doch	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	_	_	_	_	_	false[103]	Decl[103]	*[199]	*[199]	*[199]	*[199]	*[199]	input2[199]	41[288]	female[288]	2prsavjsjqbmc8hrbo9bovkues[288]	speaker: YOU[377]	_	_	_	_	_	
11-4	231-234	die	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	*[35]	*[35]	DirObj[35]	*[35]	*[35]	false[103]	Decl[103]	*[199]	*[199]	*[199]	*[199]	*[199]	input2[199]	41[288]	female[288]	2prsavjsjqbmc8hrbo9bovkues[288]	speaker: YOU[377]	*->24-1	DefNP[24]	_	_	_	
11-5	235-245	Regenrinne	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	*[35]	*[35]	DirObj[35]	*[35]	*[35]	false[103]	Decl[103]	*[199]	*[199]	*[199]	*[199]	*[199]	input2[199]	41[288]	female[288]	2prsavjsjqbmc8hrbo9bovkues[288]	speaker: YOU[377]	*->24-1	DefNP[24]	_	_	_	
11-6	246-257	reparieren.	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	_	_	_	_	_	false[103]	Decl[103]	*[199]	*[199]	*[199]	*[199]	*[199]	input2[199]	41[288]	female[288]	2prsavjsjqbmc8hrbo9bovkues[288]	speaker: YOU[377]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
12-1	259-274	END_OF_DOCUMENT	GFailure[2]	ausleihen\_set1\_21[2]	latin2[2]	2prsavjsjqbmc8hrbo9bovkues-ausleihen\_set1\_21[2]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
13-1	276-279	Na?	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	female	*	speaker:Finnja	_	_	QAP	*	14-1[104_0]	

#Text=Samuel hat eine Leiter ausgeliehen
14-1	281-287	Samuel	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	*	*	Subj	*	*	false[104]	Decl[104]	*[200]	ausleihen[200]	transitive[200]	*[200]	*[200]	item0[200]	46[289]	male[289]	3jjtes457iqluuhfmeiub8g6qd[289]	speaker: YOU[378]	*->67-1	PropNm[67]	explanation|elaboration|CR	*|*|*	16-1[105_104]|17-1[106_104]|15-1[0_104]	
14-2	288-291	hat	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	_	_	_	_	_	false[104]	Decl[104]	*[200]	ausleihen[200]	transitive[200]	*[200]	*[200]	item0[200]	46[289]	male[289]	3jjtes457iqluuhfmeiub8g6qd[289]	speaker: YOU[378]	_	_	_	_	_	
14-3	292-296	eine	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	*[36]	*[36]	object[36]	*[36]	*[36]	false[104]	Decl[104]	*[200]	ausleihen[200]	transitive[200]	*[200]	*[200]	item0[200]	46[289]	male[289]	3jjtes457iqluuhfmeiub8g6qd[289]	speaker: YOU[378]	*->33-1	IndefNP[33]	_	_	_	
14-4	297-303	Leiter	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	*[36]	*[36]	object[36]	*[36]	*[36]	false[104]	Decl[104]	*[200]	ausleihen[200]	transitive[200]	*[200]	*[200]	item0[200]	46[289]	male[289]	3jjtes457iqluuhfmeiub8g6qd[289]	speaker: YOU[378]	*->33-1	IndefNP[33]	_	_	_	
14-5	304-315	ausgeliehen	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	_	_	_	_	_	false[104]	Decl[104]	*[200]	ausleihen[200]	transitive[200]	*[200]	*[200]	item0[200]	46[289]	male[289]	3jjtes457iqluuhfmeiub8g6qd[289]	speaker: YOU[378]	_	_	_	_	_	

#Text=Was?
15-1	317-321	Was?	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	_	_	_	_	_	false	NA	was\_question\_3	*	*	*	*	feedback	*	female	*	speaker:Finnja	_	_	_	_	_	

#Text=Ja keine Ahnung wofür.
16-1	323-325	Ja	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	_	_	_	_	_	false[105]	NA[105]	*[201]	*[201]	*[201]	*[201]	*[201]	input1[201]	46[290]	male[290]	3jjtes457iqluuhfmeiub8g6qd[290]	speaker: YOU[379]	_	_	_	_	_	
16-2	326-331	keine	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	_	_	_	_	_	false[105]	NA[105]	*[201]	*[201]	*[201]	*[201]	*[201]	input1[201]	46[290]	male[290]	3jjtes457iqluuhfmeiub8g6qd[290]	speaker: YOU[379]	_	_	_	_	_	
16-3	332-338	Ahnung	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	_	_	_	_	_	false[105]	NA[105]	*[201]	*[201]	*[201]	*[201]	*[201]	input1[201]	46[290]	male[290]	3jjtes457iqluuhfmeiub8g6qd[290]	speaker: YOU[379]	_	_	_	_	_	
16-4	339-345	wofür.	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	_	_	_	_	_	false[105]	NA[105]	*[201]	*[201]	*[201]	*[201]	*[201]	input1[201]	46[290]	male[290]	3jjtes457iqluuhfmeiub8g6qd[290]	speaker: YOU[379]	_	_	_	_	_	

#Text=Aber heute Morgen hat er sich eine Leiter von mir ausgeliehen.
17-1	347-351	Aber	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	_	_	_	_	_	false[106]	Decl[106]	*[202]	*[202]	*[202]	*[202]	*[202]	input2[202]	46[291]	male[291]	3jjtes457iqluuhfmeiub8g6qd[291]	speaker: YOU[380]	_	_	_	_	_	
17-2	352-357	heute	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	_	_	_	_	_	false[106]	Decl[106]	*[202]	*[202]	*[202]	*[202]	*[202]	input2[202]	46[291]	male[291]	3jjtes457iqluuhfmeiub8g6qd[291]	speaker: YOU[380]	_	_	_	_	_	
17-3	358-364	Morgen	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	_	_	_	_	_	false[106]	Decl[106]	*[202]	*[202]	*[202]	*[202]	*[202]	input2[202]	46[291]	male[291]	3jjtes457iqluuhfmeiub8g6qd[291]	speaker: YOU[380]	_	_	_	_	_	
17-4	365-368	hat	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	_	_	_	_	_	false[106]	Decl[106]	*[202]	*[202]	*[202]	*[202]	*[202]	input2[202]	46[291]	male[291]	3jjtes457iqluuhfmeiub8g6qd[291]	speaker: YOU[380]	_	_	_	_	_	
17-5	369-371	er	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	3	*	Subj	*	singular	false[106]	Decl[106]	*[202]	*[202]	*[202]	*[202]	*[202]	input2[202]	46[291]	male[291]	3jjtes457iqluuhfmeiub8g6qd[291]	speaker: YOU[380]	*->67-2	PerPron[67]	_	_	_	
17-6	372-376	sich	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	_	_	_	_	_	false[106]	Decl[106]	*[202]	*[202]	*[202]	*[202]	*[202]	input2[202]	46[291]	male[291]	3jjtes457iqluuhfmeiub8g6qd[291]	speaker: YOU[380]	_	_	_	_	_	
17-7	377-381	eine	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	*[37]	*[37]	DirObj[37]	*[37]	*[37]	false[106]	Decl[106]	*[202]	*[202]	*[202]	*[202]	*[202]	input2[202]	46[291]	male[291]	3jjtes457iqluuhfmeiub8g6qd[291]	speaker: YOU[380]	*->33-2	IndefNP[33]	_	_	_	
17-8	382-388	Leiter	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	*[37]	*[37]	DirObj[37]	*[37]	*[37]	false[106]	Decl[106]	*[202]	*[202]	*[202]	*[202]	*[202]	input2[202]	46[291]	male[291]	3jjtes457iqluuhfmeiub8g6qd[291]	speaker: YOU[380]	*->33-2	IndefNP[33]	_	_	_	
17-9	389-392	von	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	*[37]	*[37]	DirObj[37]	*[37]	*[37]	false[106]	Decl[106]	*[202]	*[202]	*[202]	*[202]	*[202]	input2[202]	46[291]	male[291]	3jjtes457iqluuhfmeiub8g6qd[291]	speaker: YOU[380]	_	_	_	_	_	
17-10	393-396	mir	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	*[37]|1[38]|*[39]	*[37]|*[38]|*[39]	DirObj[37]|*[38]|Embedded[39]	*[37]|*[38]|*[39]	*[37]|singular[38]|*[39]	false[106]	Decl[106]	*[202]	*[202]	*[202]	*[202]	*[202]	input2[202]	46[291]	male[291]	3jjtes457iqluuhfmeiub8g6qd[291]	speaker: YOU[380]	*->8-1	PerPron[8]	_	_	_	
17-11	397-409	ausgeliehen.	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	_	_	_	_	_	false[106]	Decl[106]	*[202]	*[202]	*[202]	*[202]	*[202]	input2[202]	46[291]	male[291]	3jjtes457iqluuhfmeiub8g6qd[291]	speaker: YOU[380]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
18-1	411-426	END_OF_DOCUMENT	GFailure[3]	ausleihen\_set1\_21[3]	latin2[3]	3jjtes457iqluuhfmeiub8g6qd-ausleihen\_set1\_21[3]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
19-1	428-431	Na?	GFailure[4]	ausleihen\_set1\_21[4]	latin2[4]	65p8m4ujg4fi983365pclnac28-ausleihen\_set1\_21[4]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	female	*	speaker:Finnja	_	_	QAP	*	20-1[107_0]	

#Text=Samuel hat eine Leiter ausgeliehen
20-1	433-439	Samuel	GFailure[4]	ausleihen\_set1\_21[4]	latin2[4]	65p8m4ujg4fi983365pclnac28-ausleihen\_set1\_21[4]	*	*	Subj	*	*	false[107]	Decl[107]	*[203]	ausleihen[203]	transitive[203]	*[203]	*[203]	item0[203]	27[292]	female[292]	65p8m4ujg4fi983365pclnac28[292]	speaker: YOU[381]	*->91-1	PropNm[91]	explanation|CR	*|*	22-1[108_107]|21-1[0_107]	
20-2	440-443	hat	GFailure[4]	ausleihen\_set1\_21[4]	latin2[4]	65p8m4ujg4fi983365pclnac28-ausleihen\_set1\_21[4]	_	_	_	_	_	false[107]	Decl[107]	*[203]	ausleihen[203]	transitive[203]	*[203]	*[203]	item0[203]	27[292]	female[292]	65p8m4ujg4fi983365pclnac28[292]	speaker: YOU[381]	_	_	_	_	_	
20-3	444-448	eine	GFailure[4]	ausleihen\_set1\_21[4]	latin2[4]	65p8m4ujg4fi983365pclnac28-ausleihen\_set1\_21[4]	*[40]	*[40]	object[40]	*[40]	*[40]	false[107]	Decl[107]	*[203]	ausleihen[203]	transitive[203]	*[203]	*[203]	item0[203]	27[292]	female[292]	65p8m4ujg4fi983365pclnac28[292]	speaker: YOU[381]	*->1-1	IndefNP[1]	_	_	_	
20-4	449-455	Leiter	GFailure[4]	ausleihen\_set1\_21[4]	latin2[4]	65p8m4ujg4fi983365pclnac28-ausleihen\_set1\_21[4]	*[40]	*[40]	object[40]	*[40]	*[40]	false[107]	Decl[107]	*[203]	ausleihen[203]	transitive[203]	*[203]	*[203]	item0[203]	27[292]	female[292]	65p8m4ujg4fi983365pclnac28[292]	speaker: YOU[381]	*->1-1	IndefNP[1]	_	_	_	
20-5	456-467	ausgeliehen	GFailure[4]	ausleihen\_set1\_21[4]	latin2[4]	65p8m4ujg4fi983365pclnac28-ausleihen\_set1\_21[4]	_	_	_	_	_	false[107]	Decl[107]	*[203]	ausleihen[203]	transitive[203]	*[203]	*[203]	item0[203]	27[292]	female[292]	65p8m4ujg4fi983365pclnac28[292]	speaker: YOU[381]	_	_	_	_	_	

#Text=Was?
