#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Error|Error
#T_SP=webanno.custom.Item_info|condition|item_id|latinsqr_list|unique_id
#T_SP=webanno.custom.Ref_info|PersonalPronouns_detailed|ref_def|ref_function|ref_gender|ref_num
#T_SP=webanno.custom.Segment|complex|segment_type
#T_SP=webanno.custom.Sent_layer|feedback_id|item0_verb|item0_verbtype|openq_id|openq_type|sent_type
#T_SP=webanno.custom.Speaker_meta|age|gender|speaker_id
#T_SP=webanno.custom.Speaker_name|speaker_name
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=webanno.custom.Relations|discourse_rel|speechAct_rel|BT_webanno.custom.Segment


#Text=Hey, was gibts Neues?
#Text=Was?
3-1	52-56	Was?	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	_	_	_	_	_	false	NA	was\_question\_3	*	*	*	*	feedback	*	male	*	speaker:Ulrich	_	_	_	_	_	

#Text=EIN GANZES HALBES JAHR HAT SIE MICH HINTERGANGEN.
4-1	58-61	EIN	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	*[33]	*[33]	DirObj[33]	*[33]	*[33]	false[62]	Decl[62]	*[195]	*[195]	*[195]	*[195]	*[195]	input1[195]	18[325]	female[325]	0ncaea7aqlpc7oe43khd21qn11[325]	speaker: YOU[455]	*->28-1|*->76-1	clause[28]|IndefNP[76]	elaboration	*	5-1[63_62]	
4-2	62-68	GANZES	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	*[33]	*[33]	DirObj[33]	*[33]	*[33]	false[62]	Decl[62]	*[195]	*[195]	*[195]	*[195]	*[195]	input1[195]	18[325]	female[325]	0ncaea7aqlpc7oe43khd21qn11[325]	speaker: YOU[455]	*->28-1|*->76-1	clause[28]|IndefNP[76]	_	_	_	
4-3	69-75	HALBES	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	*[33]	*[33]	DirObj[33]	*[33]	*[33]	false[62]	Decl[62]	*[195]	*[195]	*[195]	*[195]	*[195]	input1[195]	18[325]	female[325]	0ncaea7aqlpc7oe43khd21qn11[325]	speaker: YOU[455]	*->28-1|*->76-1	clause[28]|IndefNP[76]	_	_	_	
4-4	76-80	JAHR	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	*[33]	*[33]	DirObj[33]	*[33]	*[33]	false[62]	Decl[62]	*[195]	*[195]	*[195]	*[195]	*[195]	input1[195]	18[325]	female[325]	0ncaea7aqlpc7oe43khd21qn11[325]	speaker: YOU[455]	*->28-1|*->76-1	clause[28]|IndefNP[76]	_	_	_	
4-5	81-84	HAT	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	_	_	_	_	_	false[62]	Decl[62]	*[195]	*[195]	*[195]	*[195]	*[195]	input1[195]	18[325]	female[325]	0ncaea7aqlpc7oe43khd21qn11[325]	speaker: YOU[455]	*->28-1	clause[28]	_	_	_	
4-6	85-88	SIE	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	3	*	Subj	*	singular	false[62]	Decl[62]	*[195]	*[195]	*[195]	*[195]	*[195]	input1[195]	18[325]	female[325]	0ncaea7aqlpc7oe43khd21qn11[325]	speaker: YOU[455]	*->28-1|*->33-2	clause[28]|PerPron[33]	_	_	_	
4-7	89-93	MICH	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	1	*	IndirObj	*	singular	false[62]	Decl[62]	*[195]	*[195]	*[195]	*[195]	*[195]	input1[195]	18[325]	female[325]	0ncaea7aqlpc7oe43khd21qn11[325]	speaker: YOU[455]	*->28-1|*->99-1	clause[28]|PerPron[99]	_	_	_	
4-8	94-107	HINTERGANGEN.	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	_	_	_	_	_	false[62]	Decl[62]	*[195]	*[195]	*[195]	*[195]	*[195]	input1[195]	18[325]	female[325]	0ncaea7aqlpc7oe43khd21qn11[325]	speaker: YOU[455]	*->28-1	clause[28]	_	_	_	

#Text=Ich fasse es nicht <BR> willst du mit mir was trinken gehen?
5-1	109-112	Ich	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	1	*	Subj	*	singular	false[63]	Decl[63]	*[196]	*[196]	*[196]	*[196]	*[196]	input2[196]	18[326]	female[326]	0ncaea7aqlpc7oe43khd21qn11[326]	speaker: YOU[456]	*->99-2	PerPron[99]	result	*	5-6[64_63]	
5-2	113-118	fasse	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	_	_	_	_	_	false[63]	Decl[63]	*[196]	*[196]	*[196]	*[196]	*[196]	input2[196]	18[326]	female[326]	0ncaea7aqlpc7oe43khd21qn11[326]	speaker: YOU[456]	_	_	_	_	_	
5-3	119-121	es	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	3	*	DirObj	*	singular	false[63]	Decl[63]	*[196]	*[196]	*[196]	*[196]	*[196]	input2[196]	18[326]	female[326]	0ncaea7aqlpc7oe43khd21qn11[326]	speaker: YOU[456]	*->28-2	PerPron[28]	_	_	_	
5-4	122-127	nicht	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	_	_	_	_	_	false[63]	Decl[63]	*[196]	*[196]	*[196]	*[196]	*[196]	input2[196]	18[326]	female[326]	0ncaea7aqlpc7oe43khd21qn11[326]	speaker: YOU[456]	_	_	_	_	_	
5-5	128-132	<BR>	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	_	_	_	_	_	_	_	*[196]	*[196]	*[196]	*[196]	*[196]	input2[196]	18[326]	female[326]	0ncaea7aqlpc7oe43khd21qn11[326]	speaker: YOU[456]	_	_	_	_	_	
5-6	133-139	willst	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	_	_	_	_	_	false[64]	Int[64]	*[196]	*[196]	*[196]	*[196]	*[196]	input2[196]	18[326]	female[326]	0ncaea7aqlpc7oe43khd21qn11[326]	speaker: YOU[456]	_	_	_	_	_	
5-7	140-142	du	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	2	*	Subj	*	singular	false[64]	Int[64]	*[196]	*[196]	*[196]	*[196]	*[196]	input2[196]	18[326]	female[326]	0ncaea7aqlpc7oe43khd21qn11[326]	speaker: YOU[456]	*->6-1	PerPron[6]	_	_	_	
5-8	143-146	mit	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	_	_	_	_	_	false[64]	Int[64]	*[196]	*[196]	*[196]	*[196]	*[196]	input2[196]	18[326]	female[326]	0ncaea7aqlpc7oe43khd21qn11[326]	speaker: YOU[456]	_	_	_	_	_	
5-9	147-150	mir	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	1	*	PrepObj	*	singular	false[64]	Int[64]	*[196]	*[196]	*[196]	*[196]	*[196]	input2[196]	18[326]	female[326]	0ncaea7aqlpc7oe43khd21qn11[326]	speaker: YOU[456]	*->99-3	PerPron[99]	_	_	_	
5-10	151-154	was	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	_	_	_	_	_	false[64]	Int[64]	*[196]	*[196]	*[196]	*[196]	*[196]	input2[196]	18[326]	female[326]	0ncaea7aqlpc7oe43khd21qn11[326]	speaker: YOU[456]	*->45-1	IndefNP[45]	_	_	_	
5-11	155-162	trinken	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	_	_	_	_	_	false[64]	Int[64]	*[196]	*[196]	*[196]	*[196]	*[196]	input2[196]	18[326]	female[326]	0ncaea7aqlpc7oe43khd21qn11[326]	speaker: YOU[456]	_	_	_	_	_	
5-12	163-169	gehen?	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	_	_	_	_	_	false[64]	Int[64]	*[196]	*[196]	*[196]	*[196]	*[196]	input2[196]	18[326]	female[326]	0ncaea7aqlpc7oe43khd21qn11[326]	speaker: YOU[456]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
6-1	171-186	END_OF_DOCUMENT	_	GFailure[3]	fremdgehen\_set1\_10[3]	latin3[3]	0ncaea7aqlpc7oe43khd21qn11-fremdgehen\_set1\_10[3]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Hey, was gibts Neues?
7-1	188-192	Hey,	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false[65]	Int[65]	*[197]	*[197]	*[197]	wh\_6[197]	wh\_question[197]	openq[197]	*[327]	male[327]	*[327]	speaker:Ulrich[457]	_	_	QAP	*	8-1[66_65]	
7-2	193-196	was	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false[65]	Int[65]	*[197]	*[197]	*[197]	wh\_6[197]	wh\_question[197]	openq[197]	*[327]	male[327]	*[327]	speaker:Ulrich[457]	_	_	_	_	_	
7-3	197-202	gibts	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false[65]	Int[65]	*[197]	*[197]	*[197]	wh\_6[197]	wh\_question[197]	openq[197]	*[327]	male[327]	*[327]	speaker:Ulrich[457]	_	_	_	_	_	
7-4	203-209	Neues?	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false[65]	Int[65]	*[197]	*[197]	*[197]	wh\_6[197]	wh\_question[197]	openq[197]	*[327]	male[327]	*[327]	speaker:Ulrich[457]	_	_	_	_	_	

#Text=Charlotte ist fremdgegangen
8-1	211-220	Charlotte	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	*	*	Subj	*	*	false[66]	Decl[66]	*[198]	fremdgehen[198]	intransitive[198]	*[198]	*[198]	item0[198]	36[328]	male[328]	19gm0uv9ca6mcngf99lirno94a[328]	speaker: YOU[458]	*->35-1|*->98-1	clause[35]|PropNm[98]	elaboration|CR	*|*	10-1[0_66]|9-1[0_66]	
8-2	221-224	ist	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false[66]	Decl[66]	*[198]	fremdgehen[198]	intransitive[198]	*[198]	*[198]	item0[198]	36[328]	male[328]	19gm0uv9ca6mcngf99lirno94a[328]	speaker: YOU[458]	*->35-1	clause[35]	_	_	_	
8-3	225-238	fremdgegangen	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false[66]	Decl[66]	*[198]	fremdgehen[198]	intransitive[198]	*[198]	*[198]	item0[198]	36[328]	male[328]	19gm0uv9ca6mcngf99lirno94a[328]	speaker: YOU[458]	*->35-1	clause[35]	_	_	_	

#Text=Was?
9-1	240-244	Was?	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false	NA	was\_question\_3	*	*	*	*	feedback	*	male	*	speaker:Ulrich	_	_	_	_	_	

#Text=Ja <BR> sie hat es mir gestern gestanden
10-1	246-248	Ja	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false	NA	*[199]	*[199]	*[199]	*[199]	*[199]	input1[199]	36[329]	male[329]	19gm0uv9ca6mcngf99lirno94a[329]	speaker: YOU[459]	_	_	explanation	*	10-3[67_0]	
10-2	249-253	<BR>	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	_	_	*[199]	*[199]	*[199]	*[199]	*[199]	input1[199]	36[329]	male[329]	19gm0uv9ca6mcngf99lirno94a[329]	speaker: YOU[459]	_	_	_	_	_	
10-3	254-257	sie	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	3	*	Subj	*	singular	false[67]	Decl[67]	*[199]	*[199]	*[199]	*[199]	*[199]	input1[199]	36[329]	male[329]	19gm0uv9ca6mcngf99lirno94a[329]	speaker: YOU[459]	*->98-2	PerPron[98]	contrast	*	11-1[68_67]	
10-4	258-261	hat	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false[67]	Decl[67]	*[199]	*[199]	*[199]	*[199]	*[199]	input1[199]	36[329]	male[329]	19gm0uv9ca6mcngf99lirno94a[329]	speaker: YOU[459]	_	_	_	_	_	
10-5	262-264	es	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	3	*	DirObj	*	singular	false[67]	Decl[67]	*[199]	*[199]	*[199]	*[199]	*[199]	input1[199]	36[329]	male[329]	19gm0uv9ca6mcngf99lirno94a[329]	speaker: YOU[459]	*->35-2	PerPron[35]	_	_	_	
10-6	265-268	mir	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	1	*	IndirObj	*	singular	false[67]	Decl[67]	*[199]	*[199]	*[199]	*[199]	*[199]	input1[199]	36[329]	male[329]	19gm0uv9ca6mcngf99lirno94a[329]	speaker: YOU[459]	*->2-1	PerPron[2]	_	_	_	
10-7	269-276	gestern	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false[67]	Decl[67]	*[199]	*[199]	*[199]	*[199]	*[199]	input1[199]	36[329]	male[329]	19gm0uv9ca6mcngf99lirno94a[329]	speaker: YOU[459]	_	_	_	_	_	
10-8	277-286	gestanden	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false[67]	Decl[67]	*[199]	*[199]	*[199]	*[199]	*[199]	input1[199]	36[329]	male[329]	19gm0uv9ca6mcngf99lirno94a[329]	speaker: YOU[459]	_	_	_	_	_	

#Text=Aber sie wollte mir nicht sagen mit wem...
11-1	288-292	Aber	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false[68]	Decl[68]	*[200]	*[200]	*[200]	*[200]	*[200]	input2[200]	36[330]	male[330]	19gm0uv9ca6mcngf99lirno94a[330]	speaker: YOU[460]	_	_	_	_	_	
11-2	293-296	sie	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	3	*	Subj	*	singular	false[68]	Decl[68]	*[200]	*[200]	*[200]	*[200]	*[200]	input2[200]	36[330]	male[330]	19gm0uv9ca6mcngf99lirno94a[330]	speaker: YOU[460]	*->98-3	PerPron[98]	_	_	_	
11-3	297-303	wollte	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false[68]	Decl[68]	*[200]	*[200]	*[200]	*[200]	*[200]	input2[200]	36[330]	male[330]	19gm0uv9ca6mcngf99lirno94a[330]	speaker: YOU[460]	_	_	_	_	_	
11-4	304-307	mir	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	1	*	IndirObj	*	singular	false[68]	Decl[68]	*[200]	*[200]	*[200]	*[200]	*[200]	input2[200]	36[330]	male[330]	19gm0uv9ca6mcngf99lirno94a[330]	speaker: YOU[460]	*->2-2	PerPron[2]	_	_	_	
11-5	308-313	nicht	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false[68]	Decl[68]	*[200]	*[200]	*[200]	*[200]	*[200]	input2[200]	36[330]	male[330]	19gm0uv9ca6mcngf99lirno94a[330]	speaker: YOU[460]	_	_	_	_	_	
11-6	314-319	sagen	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false[68]	Decl[68]	*[200]	*[200]	*[200]	*[200]	*[200]	input2[200]	36[330]	male[330]	19gm0uv9ca6mcngf99lirno94a[330]	speaker: YOU[460]	_	_	_	_	_	
11-7	320-323	mit	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false[68]	Decl[68]	*[200]	*[200]	*[200]	*[200]	*[200]	input2[200]	36[330]	male[330]	19gm0uv9ca6mcngf99lirno94a[330]	speaker: YOU[460]	_	_	_	_	_	
11-8	324-330	wem...	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	false[68]	Decl[68]	*[200]	*[200]	*[200]	*[200]	*[200]	input2[200]	36[330]	male[330]	19gm0uv9ca6mcngf99lirno94a[330]	speaker: YOU[460]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
12-1	332-347	END_OF_DOCUMENT	_	GFailure[4]	fremdgehen\_set1\_10[4]	latin3[4]	19gm0uv9ca6mcngf99lirno94a-fremdgehen\_set1\_10[4]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Hey, was gibts Neues?
13-1	349-353	Hey,	_	GFailure[5]	fremdgehen\_set1\_10[5]	latin3[5]	4qae3ph27q5gbjcsrgnltv8qld-fremdgehen\_set1\_10[5]	_	_	_	_	_	false[69]	Int[69]	*[201]	*[201]	*[201]	wh\_6[201]	wh\_question[201]	openq[201]	*[331]	male[331]	*[331]	speaker:Ulrich[461]	_	_	QAP	*	14-1[70_69]	
13-2	354-357	was	_	GFailure[5]	fremdgehen\_set1\_10[5]	latin3[5]	4qae3ph27q5gbjcsrgnltv8qld-fremdgehen\_set1\_10[5]	_	_	_	_	_	false[69]	Int[69]	*[201]	*[201]	*[201]	wh\_6[201]	wh\_question[201]	openq[201]	*[331]	male[331]	*[331]	speaker:Ulrich[461]	_	_	_	_	_	
13-3	358-363	gibts	_	GFailure[5]	fremdgehen\_set1\_10[5]	latin3[5]	4qae3ph27q5gbjcsrgnltv8qld-fremdgehen\_set1\_10[5]	_	_	_	_	_	false[69]	Int[69]	*[201]	*[201]	*[201]	wh\_6[201]	wh\_question[201]	openq[201]	*[331]	male[331]	*[331]	speaker:Ulrich[461]	_	_	_	_	_	
13-4	364-370	Neues?	_	GFailure[5]	fremdgehen\_set1\_10[5]	latin3[5]	4qae3ph27q5gbjcsrgnltv8qld-fremdgehen\_set1\_10[5]	_	_	_	_	_	false[69]	Int[69]	*[201]	*[201]	*[201]	wh\_6[201]	wh\_question[201]	openq[201]	*[331]	male[331]	*[331]	speaker:Ulrich[461]	_	_	_	_	_	

#Text=Charlotte ist fremdgegangen
14-1	372-381	Charlotte	_	GFailure[5]	fremdgehen\_set1\_10[5]	latin3[5]	4qae3ph27q5gbjcsrgnltv8qld-fremdgehen\_set1\_10[5]	*	*	Subj	*	*	false[70]	Decl[70]	*[202]	fremdgehen[202]	intransitive[202]	*[202]	*[202]	item0[202]	18[332]	female[332]	4qae3ph27q5gbjcsrgnltv8qld[332]	speaker: YOU[462]	*->86-1	PropNm[86]	explanation|CR	*|*	17-1[72_70]|15-1[0_70]	
14-2	382-385	ist	_	GFailure[5]	fremdgehen\_set1\_10[5]	latin3[5]	4qae3ph27q5gbjcsrgnltv8qld-fremdgehen\_set1\_10[5]	_	_	_	_	_	false[70]	Decl[70]	*[202]	fremdgehen[202]	intransitive[202]	*[202]	*[202]	item0[202]	18[332]	female[332]	4qae3ph27q5gbjcsrgnltv8qld[332]	speaker: YOU[462]	*->4-1	clause[4]	_	_	_	
14-3	386-399	fremdgegangen	_	GFailure[5]	fremdgehen\_set1\_10[5]	latin3[5]	4qae3ph27q5gbjcsrgnltv8qld-fremdgehen\_set1\_10[5]	_	_	_	_	_	false[70]	Decl[70]	*[202]	fremdgehen[202]	intransitive[202]	*[202]	*[202]	item0[202]	18[332]	female[332]	4qae3ph27q5gbjcsrgnltv8qld[332]	speaker: YOU[462]	*->4-1	clause[4]	_	_	_	

#Text=Was?
15-1	401-405	Was?	_	GFailure[5]	fremdgehen\_set1\_10[5]	latin3[5]	4qae3ph27q5gbjcsrgnltv8qld-fremdgehen\_set1\_10[5]	_	_	_	_	_	false	NA	was\_question\_3	*	*	*	*	feedback	*	male	*	speaker:Ulrich	_	_	acknowledgement	*	16-1[71_0]	

#Text=ja du hast richtig gehört
16-1	407-409	ja	_	GFailure[5]	fremdgehen\_set1\_10[5]	latin3[5]	4qae3ph27q5gbjcsrgnltv8qld-fremdgehen\_set1\_10[5]	_	_	_	_	_	false[71]	Decl[71]	*[203]	*[203]	*[203]	*[203]	*[203]	input1[203]	18[333]	female[333]	4qae3ph27q5gbjcsrgnltv8qld[333]	speaker: YOU[463]	_	_	_	_	_	
16-2	410-412	du	_	GFailure[5]	fremdgehen\_set1\_10[5]	latin3[5]	4qae3ph27q5gbjcsrgnltv8qld-fremdgehen\_set1\_10[5]	2	*	Subj	*	singular	false[71]	Decl[71]	*[203]	*[203]	*[203]	*[203]	*[203]	input1[203]	18[333]	female[333]	4qae3ph27q5gbjcsrgnltv8qld[333]	speaker: YOU[463]	*->58-1	PerPron[58]	_	_	_	
16-3	413-417	hast	_	GFailure[5]	fremdgehen\_set1\_10[5]	latin3[5]	4qae3ph27q5gbjcsrgnltv8qld-fremdgehen\_set1\_10[5]	_	_	_	_	_	false[71]	Decl[71]	*[203]	*[203]	*[203]	*[203]	*[203]	input1[203]	18[333]	female[333]	4qae3ph27q5gbjcsrgnltv8qld[333]	speaker: YOU[463]	_	_	_	_	_	
