#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Error|Error
#T_SP=webanno.custom.Item_info|condition|item_id|latinsqr_list|unique_id
#T_SP=webanno.custom.Ref_info|PersonalPronouns_detailed|ref_def|ref_function|ref_gender|ref_num
#T_SP=webanno.custom.Segment|complex|segment_type
#T_SP=webanno.custom.Sent_layer|feedback_id|item0_verb|item0_verbtype|openq_id|openq_type|sent_type
#T_SP=webanno.custom.Speaker_meta|age|gender|speaker_id
#T_SP=webanno.custom.Speaker_name|speaker_name
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=webanno.custom.Relations|discourse_rel|speechAct_rel|BT_webanno.custom.Segment


#Text=Alles gut?
8-1	111-115	Till	_	GFailure[4]	stuerzen\_set1\_16[4]	latin1[4]	7bq5ecc5fndmatjvd44havavdp-stuerzen\_set1\_16[4]	_	_	_	_	_	false[38]	Decl[38]	*[166]	stürzen[166]	intransitive[166]	*[166]	*[166]	item0[166]	46[285]	male[285]	7bq5ecc5fndmatjvd44havavdp[285]	speaker: YOU[404]	*->56-1	PropNm[56]	elaboration|CR	*|*	10-1[39_38]|9-1[0_38]	
8-2	116-119	ist	_	GFailure[4]	stuerzen\_set1\_16[4]	latin1[4]	7bq5ecc5fndmatjvd44havavdp-stuerzen\_set1\_16[4]	_	_	_	_	_	false[38]	Decl[38]	*[166]	stürzen[166]	intransitive[166]	*[166]	*[166]	item0[166]	46[285]	male[285]	7bq5ecc5fndmatjvd44havavdp[285]	speaker: YOU[404]	_	_	_	_	_	
8-3	120-128	gestürzt	_	GFailure[4]	stuerzen\_set1\_16[4]	latin1[4]	7bq5ecc5fndmatjvd44havavdp-stuerzen\_set1\_16[4]	_	_	_	_	_	false[38]	Decl[38]	*[166]	stürzen[166]	intransitive[166]	*[166]	*[166]	item0[166]	46[285]	male[285]	7bq5ecc5fndmatjvd44havavdp[285]	speaker: YOU[404]	_	_	_	_	_	

#Text=Hm?
9-1	130-133	Hm?	_	GFailure[4]	stuerzen\_set1\_16[4]	latin1[4]	7bq5ecc5fndmatjvd44havavdp-stuerzen\_set1\_16[4]	_	_	_	_	_	false	NA	hm\_question\_4	*	*	*	*	feedback	*	female	*	speaker:Elisabeth	_	_	_	_	_	

#Text=die Treppe runter
10-1	135-138	die	_	GFailure[4]	stuerzen\_set1\_16[4]	latin1[4]	7bq5ecc5fndmatjvd44havavdp-stuerzen\_set1\_16[4]	_	_	_	_	_	false[39]	NA[39]	*[167]	*[167]	*[167]	*[167]	*[167]	input1[167]	46[286]	male[286]	7bq5ecc5fndmatjvd44havavdp[286]	speaker: YOU[405]	*->45-1	DefNP[45]	contrast	*	11-1[40_39]	
10-2	139-145	Treppe	_	GFailure[4]	stuerzen\_set1\_16[4]	latin1[4]	7bq5ecc5fndmatjvd44havavdp-stuerzen\_set1\_16[4]	_	_	_	_	_	false[39]	NA[39]	*[167]	*[167]	*[167]	*[167]	*[167]	input1[167]	46[286]	male[286]	7bq5ecc5fndmatjvd44havavdp[286]	speaker: YOU[405]	*->45-1	DefNP[45]	_	_	_	
10-3	146-152	runter	_	GFailure[4]	stuerzen\_set1\_16[4]	latin1[4]	7bq5ecc5fndmatjvd44havavdp-stuerzen\_set1\_16[4]	_	_	_	_	_	false[39]	NA[39]	*[167]	*[167]	*[167]	*[167]	*[167]	input1[167]	46[286]	male[286]	7bq5ecc5fndmatjvd44havavdp[286]	speaker: YOU[405]	_	_	_	_	_	

#Text=aber nix passiert <BR> der Glückspilz
11-1	154-158	aber	_	GFailure[4]	stuerzen\_set1\_16[4]	latin1[4]	7bq5ecc5fndmatjvd44havavdp-stuerzen\_set1\_16[4]	_	_	_	_	_	false[40]	NA[40]	*[168]	*[168]	*[168]	*[168]	*[168]	input2[168]	46[287]	male[287]	7bq5ecc5fndmatjvd44havavdp[287]	speaker: YOU[406]	_	_	result	*	11-5[41_40]	
11-2	159-162	nix	_	GFailure[4]	stuerzen\_set1\_16[4]	latin1[4]	7bq5ecc5fndmatjvd44havavdp-stuerzen\_set1\_16[4]	_	_	_	_	_	false[40]	NA[40]	*[168]	*[168]	*[168]	*[168]	*[168]	input2[168]	46[287]	male[287]	7bq5ecc5fndmatjvd44havavdp[287]	speaker: YOU[406]	_	_	_	_	_	
11-3	163-171	passiert	_	GFailure[4]	stuerzen\_set1\_16[4]	latin1[4]	7bq5ecc5fndmatjvd44havavdp-stuerzen\_set1\_16[4]	_	_	_	_	_	false[40]	NA[40]	*[168]	*[168]	*[168]	*[168]	*[168]	input2[168]	46[287]	male[287]	7bq5ecc5fndmatjvd44havavdp[287]	speaker: YOU[406]	_	_	_	_	_	
11-4	172-176	<BR>	_	GFailure[4]	stuerzen\_set1\_16[4]	latin1[4]	7bq5ecc5fndmatjvd44havavdp-stuerzen\_set1\_16[4]	_	_	_	_	_	_	_	*[168]	*[168]	*[168]	*[168]	*[168]	input2[168]	46[287]	male[287]	7bq5ecc5fndmatjvd44havavdp[287]	speaker: YOU[406]	_	_	_	_	_	
11-5	177-180	der	_	GFailure[4]	stuerzen\_set1\_16[4]	latin1[4]	7bq5ecc5fndmatjvd44havavdp-stuerzen\_set1\_16[4]	_	_	_	_	_	false[41]	NA[41]	*[168]	*[168]	*[168]	*[168]	*[168]	input2[168]	46[287]	male[287]	7bq5ecc5fndmatjvd44havavdp[287]	speaker: YOU[406]	*->56-2	DefNP[56]	_	_	_	
11-6	181-191	Glückspilz	_	GFailure[4]	stuerzen\_set1\_16[4]	latin1[4]	7bq5ecc5fndmatjvd44havavdp-stuerzen\_set1\_16[4]	_	_	_	_	_	false[41]	NA[41]	*[168]	*[168]	*[168]	*[168]	*[168]	input2[168]	46[287]	male[287]	7bq5ecc5fndmatjvd44havavdp[287]	speaker: YOU[406]	*->56-2	DefNP[56]	_	_	_	

#Text=END_OF_DOCUMENT
12-1	193-208	END_OF_DOCUMENT	_	GFailure[4]	stuerzen\_set1\_16[4]	latin1[4]	7bq5ecc5fndmatjvd44havavdp-stuerzen\_set1\_16[4]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Alles gut?
13-1	210-215	Alles	_	GFailure[5]	stuerzen\_set1\_16[5]	latin1[5]	9bb79dhfhst017575orahklqol-stuerzen\_set1\_16[5]	_	_	_	_	_	false[42]	Int[42]	*[169]	*[169]	*[169]	yn\_4[169]	yesno\_question[169]	openq[169]	*[288]	female[288]	*[288]	speaker:Elisabeth[407]	_	_	QAP	*	14-1[43_42]	
13-2	216-220	gut?	_	GFailure[5]	stuerzen\_set1\_16[5]	latin1[5]	9bb79dhfhst017575orahklqol-stuerzen\_set1\_16[5]	_	_	_	_	_	false[42]	Int[42]	*[169]	*[169]	*[169]	yn\_4[169]	yesno\_question[169]	openq[169]	*[288]	female[288]	*[288]	speaker:Elisabeth[407]	_	_	_	_	_	

#Text=Till ist gestürzt
14-1	222-226	Till	_	GFailure[5]	stuerzen\_set1\_16[5]	latin1[5]	9bb79dhfhst017575orahklqol-stuerzen\_set1\_16[5]	_	_	_	_	_	false[43]	Decl[43]	*[170]	stürzen[170]	intransitive[170]	*[170]	*[170]	item0[170]	37[289]	female[289]	9bb79dhfhst017575orahklqol[289]	speaker: YOU[408]	*->11-1	PropNm[11]	contrast|elaboration|CR	*|*|*	16-1[44_43]|17-1[45_43]|15-1[0_43]	
14-2	227-230	ist	_	GFailure[5]	stuerzen\_set1\_16[5]	latin1[5]	9bb79dhfhst017575orahklqol-stuerzen\_set1\_16[5]	_	_	_	_	_	false[43]	Decl[43]	*[170]	stürzen[170]	intransitive[170]	*[170]	*[170]	item0[170]	37[289]	female[289]	9bb79dhfhst017575orahklqol[289]	speaker: YOU[408]	_	_	_	_	_	
14-3	231-239	gestürzt	_	GFailure[5]	stuerzen\_set1\_16[5]	latin1[5]	9bb79dhfhst017575orahklqol-stuerzen\_set1\_16[5]	_	_	_	_	_	false[43]	Decl[43]	*[170]	stürzen[170]	intransitive[170]	*[170]	*[170]	item0[170]	37[289]	female[289]	9bb79dhfhst017575orahklqol[289]	speaker: YOU[408]	_	_	_	_	_	

#Text=Hm?
15-1	241-244	Hm?	_	GFailure[5]	stuerzen\_set1\_16[5]	latin1[5]	9bb79dhfhst017575orahklqol-stuerzen\_set1\_16[5]	_	_	_	_	_	false	NA	hm\_question\_4	*	*	*	*	feedback	*	female	*	speaker:Elisabeth	_	_	_	_	_	

#Text=ihm gehts aber gut
16-1	246-249	ihm	_	GFailure[5]	stuerzen\_set1\_16[5]	latin1[5]	9bb79dhfhst017575orahklqol-stuerzen\_set1\_16[5]	3	*	*	*	singular	false[44]	Decl[44]	*[171]	*[171]	*[171]	*[171]	*[171]	input1[171]	37[290]	female[290]	9bb79dhfhst017575orahklqol[290]	speaker: YOU[409]	*->11-2	PerPron[11]	_	_	_	
16-2	250-255	gehts	_	GFailure[5]	stuerzen\_set1\_16[5]	latin1[5]	9bb79dhfhst017575orahklqol-stuerzen\_set1\_16[5]	_	_	_	_	_	false[44]	Decl[44]	*[171]	*[171]	*[171]	*[171]	*[171]	input1[171]	37[290]	female[290]	9bb79dhfhst017575orahklqol[290]	speaker: YOU[409]	_	_	_	_	_	
16-3	256-260	aber	_	GFailure[5]	stuerzen\_set1\_16[5]	latin1[5]	9bb79dhfhst017575orahklqol-stuerzen\_set1\_16[5]	_	_	_	_	_	false[44]	Decl[44]	*[171]	*[171]	*[171]	*[171]	*[171]	input1[171]	37[290]	female[290]	9bb79dhfhst017575orahklqol[290]	speaker: YOU[409]	_	_	_	_	_	
16-4	261-264	gut	_	GFailure[5]	stuerzen\_set1\_16[5]	latin1[5]	9bb79dhfhst017575orahklqol-stuerzen\_set1\_16[5]	_	_	_	_	_	false[44]	Decl[44]	*[171]	*[171]	*[171]	*[171]	*[171]	input1[171]	37[290]	female[290]	9bb79dhfhst017575orahklqol[290]	speaker: YOU[409]	_	_	_	_	_	

#Text=er ist umgeknickt
17-1	266-268	er	_	GFailure[5]	stuerzen\_set1\_16[5]	latin1[5]	9bb79dhfhst017575orahklqol-stuerzen\_set1\_16[5]	3	*	*	*	singular	false[45]	Decl[45]	*[172]	*[172]	*[172]	*[172]	*[172]	input2[172]	37[291]	female[291]	9bb79dhfhst017575orahklqol[291]	speaker: YOU[410]	*->11-3	PerPron[11]	_	_	_	
17-2	269-272	ist	_	GFailure[5]	stuerzen\_set1\_16[5]	latin1[5]	9bb79dhfhst017575orahklqol-stuerzen\_set1\_16[5]	_	_	_	_	_	false[45]	Decl[45]	*[172]	*[172]	*[172]	*[172]	*[172]	input2[172]	37[291]	female[291]	9bb79dhfhst017575orahklqol[291]	speaker: YOU[410]	_	_	_	_	_	
17-3	273-283	umgeknickt	_	GFailure[5]	stuerzen\_set1\_16[5]	latin1[5]	9bb79dhfhst017575orahklqol-stuerzen\_set1\_16[5]	_	_	_	_	_	false[45]	Decl[45]	*[172]	*[172]	*[172]	*[172]	*[172]	input2[172]	37[291]	female[291]	9bb79dhfhst017575orahklqol[291]	speaker: YOU[410]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
18-1	285-300	END_OF_DOCUMENT	_	GFailure[5]	stuerzen\_set1\_16[5]	latin1[5]	9bb79dhfhst017575orahklqol-stuerzen\_set1\_16[5]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Alles gut?
19-1	302-307	Alles	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[46]	Int[46]	*[173]	*[173]	*[173]	yn\_4[173]	yesno\_question[173]	openq[173]	*[292]	female[292]	*[292]	speaker:Elisabeth[411]	_	_	QAP	*	20-1[47_46]	
19-2	308-312	gut?	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[46]	Int[46]	*[173]	*[173]	*[173]	yn\_4[173]	yesno\_question[173]	openq[173]	*[292]	female[292]	*[292]	speaker:Elisabeth[411]	_	_	_	_	_	

#Text=Till ist gestürzt
20-1	314-318	Till	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[47]	Decl[47]	*[174]	stürzen[174]	intransitive[174]	*[174]	*[174]	item0[174]	21[293]	male[293]	afpst3sherp4732c4se5ajftkq[293]	speaker: YOU[412]	*->66-1	PropNm[66]	explanation|CR	*|*	22-1[48_47]|21-1[0_47]	
20-2	319-322	ist	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[47]	Decl[47]	*[174]	stürzen[174]	intransitive[174]	*[174]	*[174]	item0[174]	21[293]	male[293]	afpst3sherp4732c4se5ajftkq[293]	speaker: YOU[412]	_	_	_	_	_	
20-3	323-331	gestürzt	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[47]	Decl[47]	*[174]	stürzen[174]	intransitive[174]	*[174]	*[174]	item0[174]	21[293]	male[293]	afpst3sherp4732c4se5ajftkq[293]	speaker: YOU[412]	_	_	_	_	_	

#Text=Hm?
21-1	333-336	Hm?	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false	NA	hm\_question\_4	*	*	*	*	feedback	*	female	*	speaker:Elisabeth	_	_	_	_	_	

#Text=Ja beim Skateboard fahren hat er wohl einen Stein übersehen und ist gestürtzt.
22-1	338-340	Ja	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[48]	Decl[48]	*[175]	*[175]	*[175]	*[175]	*[175]	input1[175]	21[294]	male[294]	afpst3sherp4732c4se5ajftkq[294]	speaker: YOU[413]	_	_	result	*	22-11[49_48]	
22-2	341-345	beim	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[48]	Decl[48]	*[175]	*[175]	*[175]	*[175]	*[175]	input1[175]	21[294]	male[294]	afpst3sherp4732c4se5ajftkq[294]	speaker: YOU[413]	*->18-1	DefNP[18]	_	_	_	
22-3	346-356	Skateboard	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[48]	Decl[48]	*[175]	*[175]	*[175]	*[175]	*[175]	input1[175]	21[294]	male[294]	afpst3sherp4732c4se5ajftkq[294]	speaker: YOU[413]	*->18-1	DefNP[18]	_	_	_	
22-4	357-363	fahren	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[48]	Decl[48]	*[175]	*[175]	*[175]	*[175]	*[175]	input1[175]	21[294]	male[294]	afpst3sherp4732c4se5ajftkq[294]	speaker: YOU[413]	*->18-1	DefNP[18]	_	_	_	
22-5	364-367	hat	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[48]	Decl[48]	*[175]	*[175]	*[175]	*[175]	*[175]	input1[175]	21[294]	male[294]	afpst3sherp4732c4se5ajftkq[294]	speaker: YOU[413]	_	_	_	_	_	
22-6	368-370	er	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	3	*	*	*	singular	false[48]	Decl[48]	*[175]	*[175]	*[175]	*[175]	*[175]	input1[175]	21[294]	male[294]	afpst3sherp4732c4se5ajftkq[294]	speaker: YOU[413]	*->66-2	PerPron[66]	_	_	_	
22-7	371-375	wohl	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[48]	Decl[48]	*[175]	*[175]	*[175]	*[175]	*[175]	input1[175]	21[294]	male[294]	afpst3sherp4732c4se5ajftkq[294]	speaker: YOU[413]	_	_	_	_	_	
22-8	376-381	einen	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[48]	Decl[48]	*[175]	*[175]	*[175]	*[175]	*[175]	input1[175]	21[294]	male[294]	afpst3sherp4732c4se5ajftkq[294]	speaker: YOU[413]	*->32-1	IndefNP[32]	_	_	_	
22-9	382-387	Stein	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[48]	Decl[48]	*[175]	*[175]	*[175]	*[175]	*[175]	input1[175]	21[294]	male[294]	afpst3sherp4732c4se5ajftkq[294]	speaker: YOU[413]	*->32-1	IndefNP[32]	_	_	_	
22-10	388-397	übersehen	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[48]	Decl[48]	*[175]	*[175]	*[175]	*[175]	*[175]	input1[175]	21[294]	male[294]	afpst3sherp4732c4se5ajftkq[294]	speaker: YOU[413]	_	_	_	_	_	
22-11	398-401	und	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[49]	Decl[49]	*[175]	*[175]	*[175]	*[175]	*[175]	input1[175]	21[294]	male[294]	afpst3sherp4732c4se5ajftkq[294]	speaker: YOU[413]	_	_	result	*	23-1[50_49]	
22-12	402-405	ist	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	3	*	*	*	singular	false[49]	Decl[49]	*[175]	*[175]	*[175]	*[175]	*[175]	input1[175]	21[294]	male[294]	afpst3sherp4732c4se5ajftkq[294]	speaker: YOU[413]	*->66-3	zero[66]	_	_	_	
22-13	406-416	gestürtzt.	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[49]	Decl[49]	*[175]	*[175]	*[175]	*[175]	*[175]	input1[175]	21[294]	male[294]	afpst3sherp4732c4se5ajftkq[294]	speaker: YOU[413]	_	_	_	_	_	

#Text=Er hat sich das Bein gebrochen.
23-1	418-420	Er	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	3	*	*	*	singular	false[50]	Decl[50]	*[176]	*[176]	*[176]	*[176]	*[176]	input2[176]	21[295]	male[295]	afpst3sherp4732c4se5ajftkq[295]	speaker: YOU[414]	*->66-4	PerPron[66]	_	_	_	
23-2	421-424	hat	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[50]	Decl[50]	*[176]	*[176]	*[176]	*[176]	*[176]	input2[176]	21[295]	male[295]	afpst3sherp4732c4se5ajftkq[295]	speaker: YOU[414]	_	_	_	_	_	
23-3	425-429	sich	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[50]	Decl[50]	*[176]	*[176]	*[176]	*[176]	*[176]	input2[176]	21[295]	male[295]	afpst3sherp4732c4se5ajftkq[295]	speaker: YOU[414]	_	_	_	_	_	
23-4	430-433	das	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[50]	Decl[50]	*[176]	*[176]	*[176]	*[176]	*[176]	input2[176]	21[295]	male[295]	afpst3sherp4732c4se5ajftkq[295]	speaker: YOU[414]	*->23-1	DefNP[23]	_	_	_	
23-5	434-438	Bein	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[50]	Decl[50]	*[176]	*[176]	*[176]	*[176]	*[176]	input2[176]	21[295]	male[295]	afpst3sherp4732c4se5ajftkq[295]	speaker: YOU[414]	*->23-1	DefNP[23]	_	_	_	
23-6	439-449	gebrochen.	_	GFailure[6]	stuerzen\_set1\_16[6]	latin1[6]	afpst3sherp4732c4se5ajftkq-stuerzen\_set1\_16[6]	_	_	_	_	_	false[50]	Decl[50]	*[176]	*[176]	*[176]	*[176]	*[176]	input2[176]	21[295]	male[295]	afpst3sherp4732c4se5ajftkq[295]	speaker: YOU[414]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
