#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Error|Error
#T_SP=webanno.custom.Item_info|condition|item_id|latinsqr_list|unique_id
#T_SP=webanno.custom.Ref_info|PersonalPronouns_detailed|ref_def|ref_function|ref_gender|ref_num
#T_SP=webanno.custom.Segment|complex|segment_type
#T_SP=webanno.custom.Sent_layer|feedback_id|item0_verb|item0_verbtype|openq_id|openq_type|sent_type
#T_SP=webanno.custom.Speaker_meta|age|gender|speaker_id
#T_SP=webanno.custom.Speaker_name|speaker_name
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=webanno.custom.Relations|discourse_rel|speechAct_rel|BT_webanno.custom.Segment


#Text=Wie gehts dir?
4-6	80-97	Sylveserkrachern.	_	GFailure[2]	kriechen\_set1\_27[2]	latin2[2]	2em9nj6n4c2pjudl6n6hfpjc30-kriechen\_set1\_27[2]	*[33]	*[33]	PrepObj[33]	*[33]	*[33]	false[89]	Decl[89]	*[216]	*[216]	*[216]	*[216]	*[216]	input1[216]	32[335]	female[335]	2em9nj6n4c2pjudl6n6hfpjc30[335]	speaker: YOU[454]	*->73-1|*->14-1	IndefNP[73]|DefNP[14]	_	_	_	

#Text=Ist halt noch jung.
5-1	99-102	Ist	_	GFailure[2]	kriechen\_set1\_27[2]	latin2[2]	2em9nj6n4c2pjudl6n6hfpjc30-kriechen\_set1\_27[2]	3	*	*	*	singular	false[90]	Decl[90]	*[217]	*[217]	*[217]	*[217]	*[217]	input2[217]	32[336]	female[336]	2em9nj6n4c2pjudl6n6hfpjc30[336]	speaker: YOU[455]	*->53-3	zero[53]	_	_	_	
5-2	103-107	halt	_	GFailure[2]	kriechen\_set1\_27[2]	latin2[2]	2em9nj6n4c2pjudl6n6hfpjc30-kriechen\_set1\_27[2]	_	_	_	_	_	false[90]	Decl[90]	*[217]	*[217]	*[217]	*[217]	*[217]	input2[217]	32[336]	female[336]	2em9nj6n4c2pjudl6n6hfpjc30[336]	speaker: YOU[455]	_	_	_	_	_	
5-3	108-112	noch	_	GFailure[2]	kriechen\_set1\_27[2]	latin2[2]	2em9nj6n4c2pjudl6n6hfpjc30-kriechen\_set1\_27[2]	_	_	_	_	_	false[90]	Decl[90]	*[217]	*[217]	*[217]	*[217]	*[217]	input2[217]	32[336]	female[336]	2em9nj6n4c2pjudl6n6hfpjc30[336]	speaker: YOU[455]	_	_	_	_	_	
5-4	113-118	jung.	_	GFailure[2]	kriechen\_set1\_27[2]	latin2[2]	2em9nj6n4c2pjudl6n6hfpjc30-kriechen\_set1\_27[2]	_	_	_	_	_	false[90]	Decl[90]	*[217]	*[217]	*[217]	*[217]	*[217]	input2[217]	32[336]	female[336]	2em9nj6n4c2pjudl6n6hfpjc30[336]	speaker: YOU[455]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
6-1	120-135	END_OF_DOCUMENT	_	GFailure[2]	kriechen\_set1\_27[2]	latin2[2]	2em9nj6n4c2pjudl6n6hfpjc30-kriechen\_set1\_27[2]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Wie gehts dir?
7-1	137-140	Wie	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	false[91]	Int[91]	*[218]	*[218]	*[218]	wh\_3[218]	wh\_question[218]	openq[218]	*[337]	male[337]	*[337]	speaker:Paul[456]	_	_	QAP	*	8-1[92_91]	
7-2	141-146	gehts	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	false[91]	Int[91]	*[218]	*[218]	*[218]	wh\_3[218]	wh\_question[218]	openq[218]	*[337]	male[337]	*[337]	speaker:Paul[456]	_	_	_	_	_	
7-3	147-151	dir?	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	2	*	*	*	singular	false[91]	Int[91]	*[218]	*[218]	*[218]	wh\_3[218]	wh\_question[218]	openq[218]	*[337]	male[337]	*[337]	speaker:Paul[456]	*->7-1	PerPron[7]	_	_	_	

#Text=Joris ist unter den Tisch gekrochen
8-1	153-158	Joris	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	*	*	Subj	*	*	false[92]	Decl[92]	*[219]	kriechen[219]	intransitive[219]	*[219]	*[219]	item0[219]	41[338]	female[338]	2prsavjsjqbmc8hrbo9bovkues[338]	speaker: YOU[457]	*->97-1	PropNm[97]	narration|CR	*|*	10-1[93_92]|9-1[0_92]	
8-2	159-162	ist	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	false[92]	Decl[92]	*[219]	kriechen[219]	intransitive[219]	*[219]	*[219]	item0[219]	41[338]	female[338]	2prsavjsjqbmc8hrbo9bovkues[338]	speaker: YOU[457]	_	_	_	_	_	
8-3	163-168	unter	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	false[92]	Decl[92]	*[219]	kriechen[219]	intransitive[219]	*[219]	*[219]	item0[219]	41[338]	female[338]	2prsavjsjqbmc8hrbo9bovkues[338]	speaker: YOU[457]	_	_	_	_	_	
8-4	169-172	den	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	*[34]	*[34]	modifier[34]	*[34]	*[34]	false[92]	Decl[92]	*[219]	kriechen[219]	intransitive[219]	*[219]	*[219]	item0[219]	41[338]	female[338]	2prsavjsjqbmc8hrbo9bovkues[338]	speaker: YOU[457]	*->74-1	DefNP[74]	_	_	_	
8-5	173-178	Tisch	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	*[34]	*[34]	modifier[34]	*[34]	*[34]	false[92]	Decl[92]	*[219]	kriechen[219]	intransitive[219]	*[219]	*[219]	item0[219]	41[338]	female[338]	2prsavjsjqbmc8hrbo9bovkues[338]	speaker: YOU[457]	*->74-1	DefNP[74]	_	_	_	
8-6	179-188	gekrochen	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	false[92]	Decl[92]	*[219]	kriechen[219]	intransitive[219]	*[219]	*[219]	item0[219]	41[338]	female[338]	2prsavjsjqbmc8hrbo9bovkues[338]	speaker: YOU[457]	_	_	_	_	_	

#Text=Hm?
9-1	190-193	Hm?	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	false	NA	hm\_question\_4	*	*	*	*	feedback	*	male	*	speaker:Paul	_	_	_	_	_	

#Text=Er will nicht mehr rauskommen.
10-1	195-197	Er	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	3	*	Subj	*	singular	false[93]	Decl[93]	*[220]	*[220]	*[220]	*[220]	*[220]	input1[220]	41[339]	female[339]	2prsavjsjqbmc8hrbo9bovkues[339]	speaker: YOU[458]	*->97-2	PerPron[97]	result	*	11-1[94_93]	
10-2	198-202	will	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	false[93]	Decl[93]	*[220]	*[220]	*[220]	*[220]	*[220]	input1[220]	41[339]	female[339]	2prsavjsjqbmc8hrbo9bovkues[339]	speaker: YOU[458]	_	_	_	_	_	
10-3	203-208	nicht	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	false[93]	Decl[93]	*[220]	*[220]	*[220]	*[220]	*[220]	input1[220]	41[339]	female[339]	2prsavjsjqbmc8hrbo9bovkues[339]	speaker: YOU[458]	_	_	_	_	_	
10-4	209-213	mehr	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	false[93]	Decl[93]	*[220]	*[220]	*[220]	*[220]	*[220]	input1[220]	41[339]	female[339]	2prsavjsjqbmc8hrbo9bovkues[339]	speaker: YOU[458]	_	_	_	_	_	
10-5	214-225	rauskommen.	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	false[93]	Decl[93]	*[220]	*[220]	*[220]	*[220]	*[220]	input1[220]	41[339]	female[339]	2prsavjsjqbmc8hrbo9bovkues[339]	speaker: YOU[458]	_	_	_	_	_	

#Text=Wie krieg ich ihn wohl jetzt nach Hause?
11-1	227-230	Wie	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	false[94]	Int[94]	*[221]	*[221]	*[221]	*[221]	*[221]	input2[221]	41[340]	female[340]	2prsavjsjqbmc8hrbo9bovkues[340]	speaker: YOU[459]	_	_	_	_	_	
11-2	231-236	krieg	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	false[94]	Int[94]	*[221]	*[221]	*[221]	*[221]	*[221]	input2[221]	41[340]	female[340]	2prsavjsjqbmc8hrbo9bovkues[340]	speaker: YOU[459]	_	_	_	_	_	
11-3	237-240	ich	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	1	*	Subj	*	singular	false[94]	Int[94]	*[221]	*[221]	*[221]	*[221]	*[221]	input2[221]	41[340]	female[340]	2prsavjsjqbmc8hrbo9bovkues[340]	speaker: YOU[459]	*->7-2	PerPron[7]	_	_	_	
11-4	241-244	ihn	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	3	*	IndirObj	*	singular	false[94]	Int[94]	*[221]	*[221]	*[221]	*[221]	*[221]	input2[221]	41[340]	female[340]	2prsavjsjqbmc8hrbo9bovkues[340]	speaker: YOU[459]	*->97-3	PerPron[97]	_	_	_	
11-5	245-249	wohl	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	false[94]	Int[94]	*[221]	*[221]	*[221]	*[221]	*[221]	input2[221]	41[340]	female[340]	2prsavjsjqbmc8hrbo9bovkues[340]	speaker: YOU[459]	_	_	_	_	_	
11-6	250-255	jetzt	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	false[94]	Int[94]	*[221]	*[221]	*[221]	*[221]	*[221]	input2[221]	41[340]	female[340]	2prsavjsjqbmc8hrbo9bovkues[340]	speaker: YOU[459]	_	_	_	_	_	
11-7	256-260	nach	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	false[94]	Int[94]	*[221]	*[221]	*[221]	*[221]	*[221]	input2[221]	41[340]	female[340]	2prsavjsjqbmc8hrbo9bovkues[340]	speaker: YOU[459]	_	_	_	_	_	
11-8	261-267	Hause?	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	*	*	PrepObj	*	*	false[94]	Int[94]	*[221]	*[221]	*[221]	*[221]	*[221]	input2[221]	41[340]	female[340]	2prsavjsjqbmc8hrbo9bovkues[340]	speaker: YOU[459]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
12-1	269-284	END_OF_DOCUMENT	_	GFailure[3]	kriechen\_set1\_27[3]	latin2[3]	2prsavjsjqbmc8hrbo9bovkues-kriechen\_set1\_27[3]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Wie gehts dir?
13-1	286-289	Wie	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	_	_	_	_	_	false[95]	Int[95]	*[222]	*[222]	*[222]	wh\_3[222]	wh\_question[222]	openq[222]	*[341]	male[341]	*[341]	speaker:Paul[460]	_	_	QAP	*	14-1[96_95]	
13-2	290-295	gehts	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	_	_	_	_	_	false[95]	Int[95]	*[222]	*[222]	*[222]	wh\_3[222]	wh\_question[222]	openq[222]	*[341]	male[341]	*[341]	speaker:Paul[460]	_	_	_	_	_	
13-3	296-300	dir?	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	2	*	*	*	singular	false[95]	Int[95]	*[222]	*[222]	*[222]	wh\_3[222]	wh\_question[222]	openq[222]	*[341]	male[341]	*[341]	speaker:Paul[460]	*->16-1	PerPron[16]	_	_	_	

#Text=Joris ist unter den Tisch gekrochen
14-1	302-307	Joris	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	*	*	Subj	*	*	false[96]	Decl[96]	*[223]	kriechen[223]	intransitive[223]	*[223]	*[223]	item0[223]	46[342]	male[342]	3jjtes457iqluuhfmeiub8g6qd[342]	speaker: YOU[461]	*->29-1	PropNm[29]	explanation|CR	*|*	16-1[97_96]|15-1[0_96]	
14-2	308-311	ist	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	_	_	_	_	_	false[96]	Decl[96]	*[223]	kriechen[223]	intransitive[223]	*[223]	*[223]	item0[223]	46[342]	male[342]	3jjtes457iqluuhfmeiub8g6qd[342]	speaker: YOU[461]	_	_	_	_	_	
14-3	312-317	unter	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	_	_	_	_	_	false[96]	Decl[96]	*[223]	kriechen[223]	intransitive[223]	*[223]	*[223]	item0[223]	46[342]	male[342]	3jjtes457iqluuhfmeiub8g6qd[342]	speaker: YOU[461]	_	_	_	_	_	
14-4	318-321	den	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	*[35]	*[35]	modifier[35]	*[35]	*[35]	false[96]	Decl[96]	*[223]	kriechen[223]	intransitive[223]	*[223]	*[223]	item0[223]	46[342]	male[342]	3jjtes457iqluuhfmeiub8g6qd[342]	speaker: YOU[461]	*->104-1	DefNP[104]	_	_	_	
14-5	322-327	Tisch	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	*[35]	*[35]	modifier[35]	*[35]	*[35]	false[96]	Decl[96]	*[223]	kriechen[223]	intransitive[223]	*[223]	*[223]	item0[223]	46[342]	male[342]	3jjtes457iqluuhfmeiub8g6qd[342]	speaker: YOU[461]	*->104-1	DefNP[104]	_	_	_	
14-6	328-337	gekrochen	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	_	_	_	_	_	false[96]	Decl[96]	*[223]	kriechen[223]	intransitive[223]	*[223]	*[223]	item0[223]	46[342]	male[342]	3jjtes457iqluuhfmeiub8g6qd[342]	speaker: YOU[461]	_	_	_	_	_	

#Text=Hm?
15-1	339-342	Hm?	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	_	_	_	_	_	false	NA	hm\_question\_4	*	*	*	*	feedback	*	male	*	speaker:Paul	_	_	_	_	_	

#Text=Er hat sich vor mir verstecken wollen.
16-1	344-346	Er	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	3	*	Subj	*	singular	false[97]	Decl[97]	*[224]	*[224]	*[224]	*[224]	*[224]	input1[224]	46[343]	male[343]	3jjtes457iqluuhfmeiub8g6qd[343]	speaker: YOU[462]	*->92-1|*->29-2	clause[92]|PerPron[29]	contrast	*	17-1[98_97]	
16-2	347-350	hat	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	_	_	_	_	_	false[97]	Decl[97]	*[224]	*[224]	*[224]	*[224]	*[224]	input1[224]	46[343]	male[343]	3jjtes457iqluuhfmeiub8g6qd[343]	speaker: YOU[462]	*->92-1	clause[92]	_	_	_	
16-3	351-355	sich	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	_	_	_	_	_	false[97]	Decl[97]	*[224]	*[224]	*[224]	*[224]	*[224]	input1[224]	46[343]	male[343]	3jjtes457iqluuhfmeiub8g6qd[343]	speaker: YOU[462]	*->92-1	clause[92]	_	_	_	
16-4	356-359	vor	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	_	_	_	_	_	false[97]	Decl[97]	*[224]	*[224]	*[224]	*[224]	*[224]	input1[224]	46[343]	male[343]	3jjtes457iqluuhfmeiub8g6qd[343]	speaker: YOU[462]	*->92-1	clause[92]	_	_	_	
16-5	360-363	mir	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	1	*	PrepObj	*	singular	false[97]	Decl[97]	*[224]	*[224]	*[224]	*[224]	*[224]	input1[224]	46[343]	male[343]	3jjtes457iqluuhfmeiub8g6qd[343]	speaker: YOU[462]	*->92-1|*->16-2	clause[92]|PerPron[16]	_	_	_	
16-6	364-374	verstecken	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	_	_	_	_	_	false[97]	Decl[97]	*[224]	*[224]	*[224]	*[224]	*[224]	input1[224]	46[343]	male[343]	3jjtes457iqluuhfmeiub8g6qd[343]	speaker: YOU[462]	*->92-1	clause[92]	_	_	_	
16-7	375-382	wollen.	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	_	_	_	_	_	false[97]	Decl[97]	*[224]	*[224]	*[224]	*[224]	*[224]	input1[224]	46[343]	male[343]	3jjtes457iqluuhfmeiub8g6qd[343]	speaker: YOU[462]	*->92-1	clause[92]	_	_	_	

#Text=Aber ich hab ihn dabei gesehen. Er ist so schlecht beim Versteckenspielen
17-1	384-388	Aber	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	_	_	_	_	_	false[98]	Decl[98]	*[225]	*[225]	*[225]	*[225]	*[225]	input2[225]	46[344]	male[344]	3jjtes457iqluuhfmeiub8g6qd[344]	speaker: YOU[463]	_	_	elaboration	*	17-7[99_98]	
17-2	389-392	ich	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	1	*	Subj	*	singular	false[98]	Decl[98]	*[225]	*[225]	*[225]	*[225]	*[225]	input2[225]	46[344]	male[344]	3jjtes457iqluuhfmeiub8g6qd[344]	speaker: YOU[463]	*->16-3	PerPron[16]	_	_	_	
17-3	393-396	hab	_	GFailure[4]	kriechen\_set1\_27[4]	latin2[4]	3jjtes457iqluuhfmeiub8g6qd-kriechen\_set1\_27[4]	_	_	_	_	_	false[98]	Decl[98]	*[225]	*[225]	*[225]	*[225]	*[225]	input2[225]	46[344]	male[344]	3jjtes457iqluuhfmeiub8g6qd[344]	speaker: YOU[463]	_	_	_	_	_	
